Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Stock Out Occurred,Cheese Platters Sold
0,6,Monday,149,0,16
19,3,Thursday,137,0,19
6,1,Wednesday,131,0,13
22,3,Saturday,127,0,12
5,2,Thursday,150,0,15
6,6,Sunday,145,0,15
7,3,Monday,116,0,12
23,2,Saturday,149,0,14
9,1,Friday,125,0,17
1,5,Wednesday,120,0,13
7,5,Saturday,147,0,14
1,6,Monday,144,0,16
3,1,Monday,127,0,12
11,6,Friday,108,0,16
17,3,Sunday,131,0,16
16,6,Saturday,126,0,16
19,5,Monday,109,0,16
5,5,Tuesday,126,0,14
17,6,Sunday,123,0,17
5,4,Sunday,104,0,10
23,1,Sunday,159,0,15
3,6,Thursday,125,0,14
22,5,Friday,128,0,14
15,6,Saturday,141,0,19
19,4,Saturday,116,0,14
7,2,Wednesday,128,0,12
7,6,Friday,121,0,13
2,6,Tuesday,165,0,17
2,2,Wednesday,131,0,13
5,5,Monday,165,0,18
21,3,Wednesday,117,0,13
22,5,Thursday,165,0,18
21,4,Wednesday,159,0,15
13,4,Saturday,118,0,15
19,3,Tuesday,110,0,14
5,2,Monday,134,0,14
4,4,Saturday,151,0,14
22,6,Thursday,153,0,17
20,6,Wednesday,165,0,18
11,2,Friday,124,0,16
21,6,Sunday,112,0,12
7,3,Thursday,165,0,18
3,1,Sunday,148,0,13
3,5,Monday,88,0,10
1,1,Friday,151,0,15
22,6,Thursday,116,0,13
3,1,Thursday,156,0,15
7,4,Saturday,159,0,15
3,5,Saturday,80,0,8
17,5,Thursday,128,0,19
23,3,Wednesday,165,0,17
18,4,Tuesday,129,0,18
24,1,Saturday,138,0,12
7,2,Tuesday,150,0,15
3,6,Wednesday,93,0,9
17,1,Monday,109,0,14
23,3,Monday,165,0,18
21,5,Friday,120,0,13
19,2,Thursday,115,0,15
7,4,Tuesday,117,0,13
18,6,Monday,134,0,19
24,3,Sunday,156,0,15
15,2,Thursday,126,0,16
6,2,Thursday,96,0,10
2,6,Thursday,160,0,17
5,4,Wednesday,109,0,11
3,4,Wednesday,120,0,14
6,6,Tuesday,165,0,18
18,2,Monday,101,0,13
19,3,Tuesday,133,0,17
14,5,Sunday,116,0,14
11,2,Friday,118,0,16
18,6,Friday,115,0,16
9,4,Wednesday,126,0,16
18,3,Saturday,144,0,18
23,4,Tuesday,154,0,15
21,2,Friday,165,0,19
4,5,Monday,142,0,14
23,6,Monday,128,0,14
0,2,Thursday,138,0,14
12,2,Thursday,120,0,15
7,5,Friday,122,0,14
15,6,Wednesday,132,0,19
22,4,Friday,122,0,13
18,2,Sunday,147,0,16
15,2,Sunday,139,0,16
16,3,Thursday,146,0,18
0,1,Tuesday,148,0,14
2,1,Friday,124,0,12
16,4,Wednesday,121,0,18
0,6,Friday,165,0,17
16,1,Sunday,150,0,18
2,3,Tuesday,159,0,16
9,5,Monday,146,0,19
21,6,Friday,163,0,17
5,4,Wednesday,154,0,17
10,1,Saturday,113,0,14
20,3,Thursday,111,0,12
20,6,Friday,145,0,16
3,6,Friday,155,0,17
23,2,Saturday,153,0,15
18,1,Wednesday,130,0,16
0,6,Wednesday,150,0,16
22,3,Tuesday,165,0,17
20,6,Saturday,89,0,9
7,2,Tuesday,151,0,16
20,5,Thursday,156,0,16
14,2,Sunday,125,0,16
22,6,Friday,145,0,15
24,3,Monday,139,0,15
7,4,Sunday,133,0,13
1,6,Sunday,124,0,13
11,2,Saturday,130,0,16
9,4,Friday,128,0,18
19,3,Saturday,114,0,14
11,2,Thursday,101,0,13
2,3,Saturday,136,0,13
1,2,Wednesday,165,0,17
0,2,Sunday,114,0,11
11,1,Wednesday,127,0,18
19,3,Saturday,154,0,19
18,4,Tuesday,106,0,14
4,6,Friday,115,0,12
0,2,Tuesday,127,0,13
13,4,Monday,113,0,16
9,3,Tuesday,95,0,13
9,3,Friday,139,0,19
5,4,Sunday,112,0,10
3,6,Saturday,165,0,18
6,6,Friday,126,0,14
4,1,Friday,131,0,13
2,5,Monday,104,0,11
9,1,Thursday,123,0,15
0,6,Monday,152,0,16
5,6,Wednesday,110,0,12
11,5,Thursday,121,0,17
13,2,Sunday,136,0,16
22,3,Tuesday,129,0,13
15,6,Monday,117,0,16
20,1,Sunday,165,0,15
19,6,Sunday,144,0,18
17,3,Tuesday,132,0,19
21,5,Friday,132,0,14
0,2,Sunday,126,0,11
19,4,Wednesday,110,0,15
14,3,Wednesday,130,0,18
7,2,Saturday,118,0,11
2,3,Sunday,116,0,10
5,6,Tuesday,136,0,15
8,2,Monday,97,0,13
5,2,Friday,126,0,13
10,5,Friday,98,0,13
3,1,Sunday,142,0,13
13,1,Saturday,83,0,11
11,2,Sunday,143,0,18
0,2,Friday,165,0,18
0,2,Sunday,137,0,12
3,2,Sunday,118,0,10
12,1,Saturday,146,0,18
4,2,Monday,132,0,13
16,4,Thursday,121,0,16
22,2,Sunday,165,0,15
7,5,Monday,132,0,14
8,1,Sunday,116,0,14
5,6,Wednesday,165,0,19
0,5,Friday,161,0,17
17,4,Tuesday,121,0,16
4,1,Saturday,146,0,14
15,1,Wednesday,152,0,19
0,3,Thursday,126,0,13
3,3,Friday,145,0,15
12,1,Wednesday,131,0,17
4,4,Tuesday,124,0,12
6,2,Sunday,117,0,11
0,3,Thursday,154,0,15
13,4,Sunday,123,0,16
3,3,Monday,148,0,15
20,4,Sunday,130,0,12
9,5,Thursday,128,0,18
0,5,Saturday,140,0,14
9,4,Sunday,117,0,14
20,2,Friday,158,0,16
18,1,Saturday,136,0,16
2,4,Sunday,153,0,14
2,3,Wednesday,165,0,16
14,2,Sunday,144,0,17
23,4,Wednesday,106,0,12
9,5,Wednesday,136,0,18
3,4,Saturday,165,0,16
19,3,Thursday,128,0,16
1,2,Monday,149,0,14
14,3,Friday,133,0,19
2,4,Wednesday,132,0,13
23,5,Saturday,123,0,12
18,5,Wednesday,137,0,19
2,2,Saturday,165,0,15
17,4,Monday,119,0,16
20,2,Wednesday,126,0,13
1,4,Tuesday,106,0,12
1,3,Saturday,149,0,14
7,1,Tuesday,147,0,14
16,2,Tuesday,134,0,17
15,2,Wednesday,131,0,18
11,1,Thursday,133,0,17
0,5,Thursday,161,0,16
1,6,Friday,108,0,12
11,2,Wednesday,139,0,19
0,1,Sunday,127,0,11
13,6,Saturday,148,0,19
0,3,Saturday,131,0,12
23,1,Tuesday,127,0,14
3,3,Friday,155,0,17
12,6,Saturday,95,0,13
1,3,Friday,100,0,10
21,5,Wednesday,165,0,18
2,4,Thursday,165,0,17
1,3,Saturday,116,0,10
9,5,Friday,129,0,17
9,1,Tuesday,110,0,14
13,4,Saturday,144,0,18
21,3,Tuesday,93,0,10
6,6,Tuesday,133,0,14
4,1,Friday,118,0,12
20,2,Thursday,152,0,17
12,6,Saturday,80,0,11
12,6,Sunday,105,0,13
24,4,Sunday,91,0,9
14,2,Tuesday,122,0,16
4,3,Saturday,163,0,16
11,4,Thursday,123,0,17
5,5,Thursday,133,0,13
1,6,Friday,128,0,13
17,5,Friday,114,0,16
14,5,Thursday,114,0,15
11,4,Tuesday,129,0,18
15,5,Wednesday,132,0,18
1,1,Tuesday,149,0,14
20,6,Sunday,154,0,17
0,1,Friday,134,0,14
2,2,Thursday,109,0,11
5,4,Friday,165,0,18
0,4,Friday,149,0,15
21,6,Tuesday,165,0,17
1,5,Sunday,121,0,13
14,4,Tuesday,122,0,17
0,1,Monday,149,0,15
23,4,Monday,165,0,17
16,6,Saturday,115,0,15
22,2,Thursday,123,0,13
6,2,Sunday,135,0,13
20,5,Monday,124,0,14
10,5,Saturday,135,0,19
19,6,Tuesday,131,0,19
2,2,Thursday,140,0,14
2,6,Wednesday,152,0,18
3,4,Friday,134,0,13
22,6,Tuesday,165,0,18
22,3,Sunday,165,0,16
22,1,Tuesday,107,0,11
3,2,Sunday,97,0,10
2,5,Thursday,150,0,16
19,6,Sunday,138,0,18
19,2,Wednesday,130,0,18
7,2,Friday,147,0,15
20,6,Friday,153,0,17
24,1,Wednesday,126,0,14
1,2,Friday,129,0,12
5,1,Friday,98,0,10
11,4,Wednesday,115,0,15
21,2,Monday,139,0,15
22,4,Tuesday,155,0,17
20,5,Friday,164,0,16
4,2,Friday,105,0,11
17,3,Thursday,124,0,15
12,3,Tuesday,100,0,13
11,3,Saturday,101,0,13
9,2,Friday,136,0,19
20,1,Saturday,120,0,9
24,3,Wednesday,120,0,12
16,4,Sunday,106,0,13
9,6,Friday,144,0,18
13,4,Monday,123,0,16
21,6,Saturday,145,0,15
18,5,Sunday,91,0,11
0,3,Saturday,165,0,15
21,3,Friday,165,0,17
6,2,Sunday,144,0,14
17,5,Saturday,131,0,16
14,2,Monday,120,0,17
5,1,Saturday,146,0,12
16,2,Friday,131,0,18
0,5,Sunday,109,0,11
0,3,Tuesday,138,0,15
6,3,Tuesday,130,0,15
1,3,Sunday,148,0,14
17,2,Tuesday,101,0,13
6,2,Thursday,165,0,16
7,6,Wednesday,135,0,15
12,1,Tuesday,129,0,18
24,5,Sunday,165,0,17
11,2,Sunday,117,0,16
7,5,Wednesday,138,0,15
22,6,Tuesday,165,0,18
21,3,Friday,165,0,17
5,1,Saturday,117,0,10
0,3,Saturday,159,0,16
3,2,Friday,153,0,16
5,4,Wednesday,138,0,15
21,5,Friday,97,0,10
20,6,Tuesday,123,0,13
5,2,Tuesday,136,0,13
12,3,Friday,112,0,15
3,2,Sunday,165,0,15
1,3,Sunday,165,0,15
21,3,Thursday,164,0,17
23,2,Monday,121,0,12
20,5,Monday,165,0,18
13,4,Sunday,88,0,11
20,4,Friday,132,0,14
24,3,Saturday,141,0,13
10,4,Tuesday,137,0,18
2,2,Tuesday,110,0,11
24,6,Thursday,147,0,16
5,6,Tuesday,165,0,19
0,2,Friday,119,0,12
5,5,Wednesday,165,0,18
7,2,Tuesday,138,0,15
11,3,Monday,110,0,15
1,5,Monday,110,0,12
6,5,Wednesday,137,0,14
22,4,Sunday,165,0,16
18,4,Monday,128,0,16
6,2,Tuesday,145,0,15
10,6,Saturday,128,0,16
22,6,Friday,124,0,13
6,6,Friday,165,0,18
7,4,Thursday,122,0,12
2,3,Thursday,139,0,15
21,6,Sunday,161,0,16
15,1,Thursday,138,0,19
24,5,Tuesday,129,0,14
7,1,Saturday,105,0,9
24,2,Monday,125,0,13
11,4,Wednesday,123,0,18
13,1,Sunday,123,0,15
16,4,Wednesday,139,0,19
22,2,Sunday,159,0,14
5,4,Monday,165,0,19
22,4,Monday,126,0,14
7,5,Tuesday,144,0,15
13,3,Wednesday,133,0,19
20,3,Sunday,154,0,14
6,5,Sunday,160,0,16
0,3,Wednesday,146,0,14
4,4,Tuesday,116,0,13
4,4,Monday,150,0,15
6,6,Friday,117,0,14
3,6,Friday,165,0,16
9,6,Saturday,147,0,19
2,3,Tuesday,165,0,16
4,1,Saturday,137,0,11
3,2,Saturday,165,0,15
17,5,Tuesday,141,0,19
2,4,Saturday,165,0,15
5,4,Sunday,76,0,7
3,2,Thursday,119,0,13
20,1,Thursday,132,0,13
4,1,Wednesday,149,0,15
3,2,Thursday,144,0,15
7,3,Wednesday,102,0,11
4,5,Thursday,141,0,13
15,1,Thursday,119,0,16
2,5,Monday,124,0,13
15,5,Friday,132,0,18
5,6,Monday,121,0,13
4,6,Saturday,151,0,14
10,1,Wednesday,151,0,19
2,5,Saturday,125,0,11
5,3,Wednesday,162,0,18
18,4,Wednesday,127,0,17
2,2,Friday,133,0,14
0,2,Friday,154,0,16
16,2,Saturday,155,0,19
20,4,Monday,112,0,12
5,5,Friday,147,0,17
5,4,Wednesday,153,0,16
0,5,Thursday,158,0,17
12,5,Friday,124,0,17
9,1,Saturday,95,0,11
6,6,Sunday,88,0,9
23,3,Monday,129,0,14
7,2,Friday,164,0,15
0,6,Sunday,160,0,15
20,5,Thursday,140,0,15
0,1,Sunday,161,0,15
7,3,Sunday,148,0,13
23,6,Saturday,165,0,16
21,5,Thursday,165,0,18
0,5,Saturday,126,0,13
7,5,Thursday,121,0,13
9,6,Sunday,116,0,16
11,4,Sunday,118,0,16
18,4,Saturday,141,0,17
6,1,Sunday,165,0,15
23,5,Thursday,139,0,15
6,1,Saturday,165,0,15
10,4,Sunday,107,0,14
21,1,Wednesday,105,0,10
24,4,Monday,133,0,14
4,6,Thursday,123,0,14
6,4,Saturday,142,0,13
17,5,Saturday,154,0,19
11,2,Thursday,133,0,19
17,5,Saturday,145,0,18
21,4,Sunday,117,0,11
21,6,Sunday,140,0,14
24,5,Tuesday,165,0,17
22,3,Thursday,125,0,13
17,5,Sunday,124,0,16
3,4,Friday,165,0,17
24,3,Monday,119,0,12
3,1,Thursday,101,0,11
8,5,Tuesday,156,1,20
16,6,Thursday,165,1,20
9,6,Thursday,165,1,20
11,5,Thursday,145,1,20
14,4,Friday,163,1,20
10,2,Thursday,165,1,20
13,2,Thursday,146,1,20
15,5,Friday,165,1,20
19,1,Friday,152,1,20
19,4,Wednesday,157,1,20
14,2,Tuesday,164,1,20
17,2,Friday,165,1,20
16,5,Sunday,161,1,20
12,5,Tuesday,165,1,20
13,4,Wednesday,165,1,20
13,3,Tuesday,154,1,20
11,5,Monday,165,1,20
15,4,Thursday,165,1,20
17,1,Saturday,154,1,20
14,1,Wednesday,165,1,20
8,4,Friday,151,1,20
13,1,Sunday,165,1,20
15,4,Thursday,151,1,20
8,1,Monday,165,1,20
12,4,Wednesday,165,1,20
10,4,Monday,159,1,20
18,3,Thursday,165,1,20
18,3,Monday,148,1,20
17,4,Tuesday,148,1,20
8,4,Tuesday,158,1,20
14,6,Sunday,165,1,20
10,6,Wednesday,160,1,20
8,6,Monday,142,1,20
11,4,Sunday,151,1,20
11,6,Sunday,162,1,20
8,3,Thursday,161,1,20
19,5,Monday,147,1,20
15,1,Thursday,163,1,20
16,4,Sunday,165,1,20
10,3,Thursday,165,1,20
12,3,Monday,152,1,20
18,2,Wednesday,146,1,20
11,5,Friday,146,1,20
14,5,Wednesday,142,1,20
11,4,Wednesday,146,1,20
12,4,Monday,147,1,20
8,1,Tuesday,152,1,20
9,3,Wednesday,151,1,20
7,4,Tuesday,165,1,20
10,4,Tuesday,165,1,20
12,6,Thursday,143,1,20
13,5,Monday,151,1,20
9,6,Saturday,165,1,20
12,3,Tuesday,165,1,20
11,1,Thursday,165,1,20
18,3,Monday,162,1,20
12,4,Thursday,165,1,20
15,1,Monday,150,1,20
8,5,Friday,153,1,20
9,4,Friday,155,1,20
8,3,Monday,156,1,20
18,5,Monday,161,1,20
9,2,Sunday,165,1,20
16,1,Friday,165,1,20
18,4,Friday,155,1,20
16,2,Wednesday,148,1,20
19,6,Friday,149,1,20
8,1,Thursday,158,1,20
18,4,Sunday,152,1,20
18,5,Tuesday,165,1,20
19,4,Thursday,165,1,20
10,5,Saturday,165,1,20
11,1,Monday,162,1,20
19,3,Wednesday,165,1,20
17,3,Thursday,165,1,20
9,4,Wednesday,165,1,20
9,6,Tuesday,155,1,20
14,3,Thursday,165,1,20
11,2,Saturday,165,1,20
14,4,Sunday,153,1,20
16,1,Saturday,165,1,20
9,1,Monday,165,1,20
13,1,Tuesday,165,1,20
15,2,Thursday,165,1,20
8,6,Monday,136,1,20
10,5,Friday,154,1,20
15,1,Friday,144,1,20
16,6,Wednesday,164,1,20
15,1,Tuesday,160,1,20
19,5,Friday,165,1,20
13,4,Sunday,165,1,20
10,5,Monday,149,1,20
17,5,Monday,165,1,20
8,2,Tuesday,165,1,20
17,4,Saturday,165,1,20
12,5,Saturday,165,1,20
17,1,Friday,165,1,20
12,5,Saturday,165,1,20
11,4,Tuesday,154,1,20
18,2,Thursday,146,1,20
19,1,Saturday,165,1,20
14,2,Wednesday,144,1,20
19,2,Thursday,165,1,20
16,5,Wednesday,165,1,20
19,4,Friday,145,1,20
17,6,Friday,153,1,20
16,6,Wednesday,164,1,20
19,5,Friday,137,1,20
11,3,Thursday,139,1,20
18,3,Thursday,165,1,20
10,3,Thursday,165,1,20
12,3,Friday,165,1,20
9,1,Tuesday,161,1,20
17,1,Monday,165,1,20
16,1,Friday,165,1,20
15,2,Thursday,165,1,20
19,3,Thursday,148,1,20
11,4,Tuesday,152,1,20
15,6,Tuesday,139,1,20
16,3,Friday,146,1,20
11,4,Wednesday,165,1,20
12,3,Friday,165,1,20
18,4,Sunday,165,1,20
13,4,Monday,142,1,20
15,1,Thursday,163,1,20
16,6,Monday,147,1,20
16,4,Friday,152,1,20
10,4,Monday,146,1,20
16,5,Wednesday,165,1,20
16,6,Thursday,137,1,20
17,3,Wednesday,150,1,20
10,4,Sunday,165,1,20
9,6,Wednesday,153,1,20
14,4,Wednesday,163,1,20
17,1,Friday,165,1,20
19,3,Friday,156,1,20
15,5,Monday,144,1,20
17,6,Wednesday,153,1,20
9,3,Wednesday,161,1,20
19,4,Tuesday,154,1,20
18,5,Thursday,156,1,20
16,6,Wednesday,165,1,20
19,2,Sunday,162,1,20
19,2,Monday,160,1,20
14,3,Sunday,165,1,20
13,1,Saturday,159,1,20
13,3,Saturday,151,1,20
10,4,Friday,163,1,20
12,6,Thursday,156,1,20
18,6,Wednesday,143,1,20
19,6,Wednesday,144,1,20
11,4,Friday,165,1,20
19,2,Wednesday,153,1,20
17,4,Saturday,165,1,20
11,3,Sunday,165,1,20
15,1,Thursday,165,1,20
15,4,Friday,158,1,20
17,4,Saturday,165,1,20
16,2,Friday,165,1,20
8,3,Wednesday,151,1,20
12,6,Wednesday,145,1,20
8,5,Saturday,162,1,20
17,1,Saturday,165,1,20
15,4,Tuesday,154,1,20
12,3,Monday,165,1,20
17,4,Monday,161,1,20
11,1,Tuesday,147,1,20
16,6,Tuesday,161,1,20
12,1,Monday,147,1,20
11,3,Sunday,159,1,20
14,1,Monday,165,1,20
13,6,Tuesday,165,1,20
19,6,Wednesday,161,1,20
11,5,Friday,148,1,20
12,1,Tuesday,153,1,20
13,4,Wednesday,165,1,20
19,3,Thursday,165,1,20
14,2,Tuesday,165,1,20
9,3,Saturday,165,1,20
17,4,Saturday,158,1,20
17,4,Wednesday,165,1,20
14,1,Thursday,159,1,20
8,4,Monday,163,1,20
18,3,Thursday,165,1,20
17,3,Friday,159,1,20
8,5,Tuesday,165,1,20
10,3,Saturday,164,1,20
10,6,Wednesday,143,1,20
8,4,Sunday,165,1,20
10,6,Tuesday,165,1,20
13,5,Tuesday,165,1,20
14,1,Monday,159,1,20
14,4,Thursday,164,1,20
11,5,Tuesday,165,1,20
12,4,Tuesday,165,1,20
12,5,Sunday,161,1,20
10,3,Tuesday,163,1,20
9,2,Friday,151,1,20
13,5,Friday,159,1,20
14,1,Wednesday,151,1,20
15,3,Friday,165,1,20
8,4,Saturday,165,1,20
17,2,Tuesday,165,1,20
16,5,Tuesday,165,1,20
15,5,Wednesday,165,1,20
19,5,Wednesday,142,1,20
9,4,Wednesday,143,1,20
15,5,Monday,146,1,20
10,2,Saturday,165,1,20
17,2,Friday,165,1,20
8,6,Wednesday,165,1,20
11,3,Wednesday,165,1,20
19,2,Wednesday,165,1,20
13,4,Thursday,152,1,20
17,6,Tuesday,155,1,20
8,4,Friday,153,1,20
16,1,Wednesday,154,1,20
19,4,Thursday,165,1,20
16,2,Thursday,154,1,20
15,3,Monday,165,1,20
15,5,Tuesday,161,1,20
11,5,Saturday,165,1,20
14,1,Wednesday,165,1,20
14,6,Sunday,146,1,20
10,1,Thursday,163,1,20
17,2,Tuesday,158,1,20
11,6,Thursday,141,1,20
8,1,Monday,161,1,20
15,4,Monday,151,1,20
11,5,Friday,146,1,20
15,3,Monday,153,1,20
8,1,Tuesday,165,1,20
16,5,Friday,148,1,20
16,5,Wednesday,153,1,20
16,6,Friday,131,1,20
15,2,Sunday,162,1,20
17,2,Tuesday,165,1,20
15,2,Wednesday,165,1,20
16,5,Friday,153,1,20
19,6,Thursday,144,1,20
13,6,Monday,160,1,20
15,2,Friday,165,1,20
13,1,Thursday,160,1,20
8,3,Friday,165,1,20
11,1,Thursday,162,1,20
9,2,Thursday,165,1,20
17,6,Thursday,148,1,20
16,5,Thursday,144,1,20
10,2,Sunday,165,1,20
11,4,Wednesday,165,1,20
17,5,Saturday,158,1,20
19,5,Thursday,165,1,20
16,2,Sunday,165,1,20
12,2,Thursday,165,1,20
13,5,Saturday,165,1,20
11,2,Monday,153,1,20
18,6,Thursday,149,1,20
18,6,Friday,165,1,20
17,1,Tuesday,165,1,20
13,3,Monday,165,1,20
19,3,Tuesday,152,1,20
12,1,Saturday,165,1,20
19,1,Monday,153,1,20
12,5,Friday,165,1,20
11,2,Tuesday,165,1,20
12,6,Wednesday,158,1,20
16,4,Friday,136,1,20
15,5,Wednesday,137,1,20
8,4,Monday,139,1,20
16,3,Friday,158,1,20
18,5,Thursday,143,1,20
9,4,Wednesday,148,1,20
13,2,Wednesday,165,1,20
14,3,Saturday,164,1,20
14,4,Friday,158,1,20
16,3,Friday,151,1,20
15,1,Wednesday,165,1,20
19,4,Wednesday,147,1,20
14,6,Wednesday,149,1,20
18,2,Friday,164,1,20
12,1,Monday,165,1,20
15,4,Thursday,165,1,20
13,3,Wednesday,162,1,20
18,2,Friday,151,1,20
15,4,Sunday,165,1,20
17,1,Wednesday,150,1,20
10,5,Friday,159,1,20
9,1,Saturday,163,1,20
17,3,Sunday,165,1,20
9,1,Wednesday,156,1,20
18,1,Wednesday,159,1,20
9,2,Monday,151,1,20
14,6,Monday,157,1,20
8,1,Tuesday,159,1,20
12,4,Monday,165,1,20
19,2,Tuesday,154,1,20
18,6,Wednesday,142,1,20
18,5,Wednesday,144,1,20
15,3,Wednesday,165,1,20
16,1,Tuesday,155,1,20
12,6,Tuesday,139,1,20
14,1,Sunday,165,1,20
17,3,Tuesday,164,1,20
17,1,Tuesday,163,1,20
15,4,Wednesday,165,1,20
12,4,Saturday,165,1,20
8,2,Saturday,160,1,20
18,2,Monday,165,1,20
14,2,Sunday,165,1,20
18,5,Thursday,151,1,20
14,5,Wednesday,157,1,20
18,3,Tuesday,165,1,20
9,2,Wednesday,152,1,20
15,5,Wednesday,165,1,20
15,5,Monday,152,1,20
10,1,Monday,152,1,20
19,6,Friday,152,1,20
17,6,Wednesday,142,1,20
15,1,Monday,146,1,20
12,6,Thursday,165,1,20
13,2,Wednesday,162,1,20
11,6,Thursday,136,1,20
8,4,Friday,152,1,20
19,5,Tuesday,165,1,20
9,4,Sunday,165,1,20
16,3,Monday,154,1,20
11,1,Monday,165,1,20
11,5,Thursday,159,1,20
9,6,Monday,165,1,20
18,1,Monday,162,1,20
10,2,Saturday,154,1,20
17,4,Wednesday,162,1,20
13,1,Tuesday,153,1,20
15,5,Saturday,164,1,20
13,2,Saturday,156,1,20
16,6,Saturday,158,1,20
9,5,Saturday,165,1,20
12,4,Monday,148,1,20
15,1,Thursday,165,1,20
8,1,Saturday,163,1,20
19,2,Thursday,165,1,20
14,6,Sunday,149,1,20
8,4,Thursday,165,1,20
16,4,Friday,164,1,20
14,4,Friday,143,1,20
16,1,Friday,164,1,20
15,6,Wednesday,157,1,20
12,3,Thursday,156,1,20
19,2,Thursday,150,1,20
12,6,Friday,156,1,20
9,4,Thursday,144,1,20
18,6,Saturday,158,1,20
19,4,Tuesday,161,1,20
19,5,Saturday,165,1,20
19,4,Monday,140,1,20
19,6,Tuesday,150,1,20
14,1,Sunday,165,1,20
18,1,Sunday,165,1,20
14,5,Tuesday,164,1,20
9,3,Monday,141,1,20
16,4,Tuesday,165,1,20
10,6,Sunday,161,1,20
15,5,Wednesday,165,1,20
11,4,Monday,165,1,20
11,6,Wednesday,154,1,20
11,4,Monday,165,1,20
9,2,Sunday,157,1,20
17,2,Friday,156,1,20
13,6,Friday,155,1,20
14,5,Thursday,165,1,20
17,6,Monday,165,1,20
14,4,Saturday,165,1,20
15,5,Wednesday,154,1,20
9,4,Monday,165,1,20
8,5,Friday,165,1,20
16,6,Monday,163,1,20
12,4,Friday,147,1,20
8,5,Thursday,148,1,20
16,3,Thursday,165,1,20
9,2,Tuesday,165,1,20
15,4,Wednesday,149,1,20
9,6,Tuesday,165,1,20
8,3,Thursday,138,1,20
10,5,Tuesday,147,1,20
15,2,Wednesday,165,1,20
8,5,Wednesday,165,1,20
14,1,Thursday,165,1,20
10,4,Sunday,159,1,20
16,4,Wednesday,165,1,20
13,4,Monday,165,1,20
11,3,Sunday,149,1,20
19,3,Saturday,165,1,20
14,1,Sunday,165,1,20
9,2,Monday,152,1,20
14,6,Wednesday,150,1,20
8,4,Friday,144,1,20
19,2,Monday,157,1,20
13,4,Tuesday,161,1,20
18,5,Thursday,146,1,20
19,5,Sunday,165,1,20
18,1,Wednesday,165,1,20
12,1,Saturday,165,1,20
12,2,Wednesday,165,1,20
8,6,Sunday,165,1,20
12,5,Sunday,164,1,20
18,1,Wednesday,150,1,20
14,3,Friday,165,1,20
17,3,Tuesday,164,1,20
18,3,Monday,165,1,20
8,5,Thursday,157,1,20
18,4,Tuesday,142,1,20
11,4,Tuesday,156,1,20
13,4,Saturday,155,1,20
8,2,Sunday,165,1,20
12,6,Tuesday,144,1,20
14,3,Wednesday,165,1,20
13,1,Monday,164,1,20
18,1,Wednesday,150,1,20
12,4,Sunday,165,1,20
12,6,Monday,165,1,20
11,5,Monday,165,1,20
17,4,Tuesday,165,1,20
14,5,Friday,165,1,20
12,4,Friday,164,1,20
10,1,Tuesday,165,1,20
17,6,Monday,165,1,20
12,6,Friday,143,1,20
13,6,Thursday,148,1,20
17,3,Wednesday,154,1,20
15,4,Monday,158,1,20
10,1,Wednesday,165,1,20
19,2,Wednesday,157,1,20
16,6,Saturday,165,1,20
17,4,Monday,160,1,20
11,5,Wednesday,143,1,20
12,3,Friday,160,1,20
12,4,Thursday,165,1,20
10,1,Tuesday,151,1,20
19,2,Monday,165,1,20
12,2,Saturday,165,1,20
11,5,Tuesday,165,1,20
19,4,Tuesday,160,1,20
9,3,Thursday,157,1,20
9,6,Wednesday,142,1,20
8,6,Wednesday,151,1,20
8,2,Tuesday,165,1,20
12,4,Saturday,165,1,20
13,5,Monday,165,1,20
14,6,Monday,161,1,20
10,4,Monday,141,1,20
17,5,Tuesday,165,1,20
19,6,Monday,153,1,20
16,3,Thursday,157,1,20
13,6,Thursday,139,1,20
17,2,Thursday,162,1,20
19,3,Tuesday,141,1,20
12,2,Wednesday,148,1,20
10,5,Tuesday,165,1,20
10,2,Monday,165,1,20
17,5,Sunday,156,1,20
19,3,Sunday,159,1,20
8,6,Tuesday,136,1,20
13,2,Wednesday,149,1,20
8,5,Tuesday,159,1,20
12,5,Monday,165,1,20
18,4,Wednesday,152,1,20
15,3,Wednesday,147,1,20
9,1,Thursday,160,1,20
10,4,Thursday,165,1,20
16,3,Monday,149,1,20
13,1,Saturday,165,1,20
13,2,Monday,165,1,20
19,2,Saturday,163,1,20
11,1,Friday,165,1,20
19,3,Sunday,165,1,20
14,3,Wednesday,158,1,20
19,4,Thursday,165,1,20
10,2,Tuesday,165,1,20
19,6,Friday,156,1,20
13,2,Saturday,165,1,20
18,4,Friday,165,1,20
14,1,Wednesday,147,1,20
9,5,Tuesday,144,1,20
10,6,Thursday,165,1,20
10,2,Wednesday,153,1,20
14,5,Monday,147,1,20
13,5,Thursday,165,1,20
10,1,Sunday,165,1,20
19,5,Thursday,165,1,20
18,4,Sunday,159,1,20
8,5,Tuesday,146,1,20
17,3,Thursday,148,1,20
10,6,Sunday,155,1,20
11,6,Friday,165,1,20
14,2,Wednesday,152,1,20
11,4,Monday,144,1,20
11,5,Thursday,165,1,20
14,2,Friday,165,1,20
18,5,Saturday,165,1,20
14,3,Wednesday,159,1,20
14,4,Friday,165,1,20
11,4,Friday,165,1,20
16,5,Friday,161,1,20
9,2,Monday,165,1,20
13,5,Tuesday,151,1,20
10,6,Monday,160,1,20
